pincode,year,state,district,age_0_5,age_5_17,age_18_greater,total_enrollments,updates_5_17,updates_18_plus,total_updates,UER,UER_18_plus,NMR,NMR_adult,migration_category,NMR_quartile,NMR_bin,area_type,is_anomaly
125048,2025,Haryana,Fatehabad,126,4,0,130,58,469,527,4.053846153846154,3.607692307692308,3.0538461538461537,2.607692307692308,high_attraction,Q1,2-5,Medium,False
125049,2025,Haryana,Hisar,128,4,2,134,109,872,981,7.32089552238806,6.507462686567164,6.32089552238806,5.507462686567164,very_high_attraction,Q2,5-10,Medium,False
125050,2025,Haryana,Fatehabad,580,26,2,608,1698,12395,14093,23.179276315789476,20.386513157894736,22.179276315789476,19.386513157894736,extreme_attraction,Q4,20-50,High,False
125051,2025,Haryana,Fatehabad,500,16,0,516,1123,11209,12332,23.899224806201552,21.722868217054263,22.899224806201552,20.722868217054263,extreme_attraction,Q4,20-50,High,False
125052,2025,Haryana,Hisar,421,22,0,443,638,5596,6234,14.072234762979685,12.632054176072234,13.072234762979685,11.632054176072234,extreme_attraction,Q4,10-20,Medium,False
125053,2025,Haryana,Fatehabad,217,15,0,232,242,2322,2564,11.051724137931034,10.008620689655173,10.051724137931034,9.008620689655173,extreme_attraction,Q3,10-20,Medium,False
125054,2025,Haryana,Sirsa,62,2,0,64,37,420,457,7.140625,6.5625,6.140625,5.5625,very_high_attraction,Q2,5-10,Low,False
125055,2025,Haryana,Sirsa,994,66,2,1062,2123,20526,22649,21.326741996233523,19.327683615819208,20.326741996233523,18.327683615819208,extreme_attraction,Q4,20-50,Very High,False
125058,2025,Haryana,Sirsa,30,8,0,38,61,454,515,13.552631578947368,11.947368421052632,12.552631578947368,10.947368421052632,extreme_attraction,Q3,10-20,Low,False
125060,2025,Haryana,Sirsa,119,3,0,122,201,1473,1674,13.721311475409836,12.07377049180328,12.721311475409836,11.07377049180328,extreme_attraction,Q4,10-20,Medium,False
125075,2025,Haryana,Sirsa,177,10,0,187,132,1825,1957,10.46524064171123,9.759358288770054,9.46524064171123,8.759358288770054,very_high_attraction,Q3,5-10,Medium,False
125076,2025,Haryana,Sirsa,179,10,0,189,190,1631,1821,9.634920634920634,8.62962962962963,8.634920634920634,7.62962962962963,very_high_attraction,Q2,5-10,Medium,False
125077,2025,Haryana,Sirsa,146,4,0,150,198,2238,2436,16.24,14.92,15.239999999999998,13.92,extreme_attraction,Q4,10-20,Medium,False
125078,2025,Haryana,Sirsa,149,6,0,155,67,1517,1584,10.219354838709677,9.787096774193548,9.219354838709677,8.787096774193548,very_high_attraction,Q3,5-10,Medium,False
125101,2025,Haryana,Sirsa,70,2,0,72,24,319,343,4.763888888888889,4.430555555555555,3.763888888888889,3.430555555555556,high_attraction,Q1,2-5,Low,False
125102,2025,Haryana,Sirsa,204,19,0,223,595,4780,5375,24.103139013452918,21.434977578475337,23.103139013452918,20.434977578475337,extreme_attraction,Q4,20-50,Medium,False
125103,2025,Haryana,Sirsa,181,6,0,187,132,2151,2283,12.20855614973262,11.502673796791443,11.20855614973262,10.502673796791443,extreme_attraction,Q3,10-20,Medium,False
125104,2025,Haryana,Sirsa,340,35,0,375,669,7291,7960,21.226666666666667,19.442666666666668,20.226666666666667,18.442666666666668,extreme_attraction,Q4,20-50,Medium,False
125106,2025,Haryana,Fatehabad,145,2,0,147,110,1025,1135,7.72108843537415,6.9727891156462585,6.72108843537415,5.9727891156462585,very_high_attraction,Q2,5-10,Medium,False
125110,2025,Haryana,Sirsa,254,16,0,270,203,2197,2400,8.88888888888889,8.137037037037038,7.888888888888889,7.137037037037038,very_high_attraction,Q2,5-10,Medium,False
125111,2025,Haryana,Fatehabad,282,11,1,294,671,4679,5350,18.197278911564627,15.914965986394558,17.197278911564627,14.914965986394558,extreme_attraction,Q4,10-20,Medium,False
125112,2025,Haryana,Fatehabad,149,5,0,154,120,1459,1579,10.253246753246753,9.474025974025974,9.253246753246753,8.474025974025974,very_high_attraction,Q3,5-10,Medium,False
125113,2025,Haryana,Fatehabad,287,14,0,301,155,1430,1585,5.26578073089701,4.750830564784053,4.26578073089701,3.750830564784053,high_attraction,Q1,2-5,Medium,False
125120,2025,Haryana,Fatehabad,436,15,6,457,483,3945,4428,9.689277899343544,8.63238512035011,8.689277899343544,7.63238512035011,very_high_attraction,Q2,5-10,Medium,False
125121,2025,Haryana,Hisar,476,24,0,500,751,7591,8342,16.684,15.182,15.684,14.182,extreme_attraction,Q4,10-20,Medium,False
125133,2025,Haryana,Fatehabad,99,2,0,101,67,629,696,6.891089108910891,6.227722772277228,5.891089108910891,5.227722772277228,very_high_attraction,Q2,5-10,Medium,False
125201,2025,Haryana,Sirsa,230,12,0,242,344,3367,3711,15.334710743801653,13.913223140495868,14.334710743801653,12.913223140495868,extreme_attraction,Q4,10-20,Medium,False
126101,2025,Haryana,Jind,280,7,0,287,490,4539,5029,17.522648083623693,15.815331010452962,16.522648083623693,14.815331010452962,extreme_attraction,Q4,10-20,Medium,False
126102,2025,Haryana,Jind,949,28,0,977,1577,10943,12520,12.814738996929377,11.200614124872056,11.814738996929377,10.200614124872056,extreme_attraction,Q3,10-20,High,False
126110,2025,Haryana,Jind,76,3,0,79,70,593,663,8.39240506329114,7.506329113924051,7.3924050632911396,6.506329113924051,very_high_attraction,Q2,5-10,Low,False
126111,2025,Haryana,Jind,137,9,0,146,42,526,568,3.8904109589041096,3.602739726027397,2.8904109589041096,2.602739726027397,high_attraction,Q1,2-5,Medium,False
126112,2025,Haryana,Jind,384,7,0,391,508,4141,4649,11.89002557544757,10.59079283887468,10.89002557544757,9.59079283887468,extreme_attraction,Q3,10-20,Medium,False
126113,2025,Haryana,Jind,182,1,0,183,137,1604,1741,9.513661202185792,8.765027322404372,8.513661202185792,7.7650273224043715,very_high_attraction,Q2,5-10,Medium,False
126114,2025,Haryana,Jind,237,5,0,242,119,991,1110,4.586776859504132,4.095041322314049,3.5867768595041323,3.0950413223140494,high_attraction,Q1,2-5,Medium,False
126115,2025,Haryana,Jind,337,13,0,350,384,3328,3712,10.605714285714283,9.508571428571427,9.605714285714283,8.508571428571429,very_high_attraction,Q3,5-10,Medium,False
126116,2025,Haryana,Jind,796,13,0,809,1241,9439,10680,13.201483312731767,11.667490729295428,12.201483312731767,10.667490729295428,extreme_attraction,Q3,10-20,High,False
126125,2025,Haryana,Jind,192,5,0,197,160,1377,1537,7.802030456852792,6.98984771573604,6.802030456852792,5.98984771573604,very_high_attraction,Q2,5-10,Medium,False
126152,2025,Haryana,Jind,159,1,0,160,195,1609,1804,11.275,10.05625,10.275,9.05625,extreme_attraction,Q3,10-20,Medium,False
127021,2025,Haryana,Bhiwani,743,29,7,779,1190,7589,8779,11.269576379974326,9.741976893453144,10.269576379974326,8.741976893453145,extreme_attraction,Q3,10-20,High,False
127022,2025,Haryana,Charkhi Dadri,75,4,0,79,118,902,1020,12.91139240506329,11.417721518987342,11.91139240506329,10.417721518987342,extreme_attraction,Q3,10-20,Low,False
127025,2025,Haryana,Charkhi Dadri,55,3,0,58,67,495,562,9.689655172413794,8.53448275862069,8.689655172413794,7.53448275862069,very_high_attraction,Q2,5-10,Low,False
127026,2025,Haryana,Bhiwani,130,7,0,137,83,781,864,6.306569343065694,5.700729927007299,5.306569343065694,4.700729927007299,very_high_attraction,Q1,5-10,Medium,False
127027,2025,Haryana,Bhiwani,69,2,1,72,81,418,499,6.930555555555555,5.805555555555555,5.930555555555555,4.805555555555555,very_high_attraction,Q2,5-10,Low,False
127028,2025,Haryana,Bhiwani,152,9,1,162,75,808,883,5.450617283950617,4.987654320987654,4.450617283950617,3.9876543209876543,high_attraction,Q1,2-5,Medium,False
127029,2025,Haryana,Bhiwani,77,1,0,78,66,615,681,8.73076923076923,7.884615384615385,7.73076923076923,6.884615384615385,very_high_attraction,Q2,5-10,Low,False
127030,2025,Haryana,Bhiwani,133,3,0,136,122,1299,1421,10.448529411764708,9.551470588235292,9.448529411764708,8.551470588235293,very_high_attraction,Q3,5-10,Medium,False
127031,2025,Haryana,Bhiwani,127,3,2,132,217,1225,1442,10.924242424242424,9.280303030303031,9.924242424242424,8.280303030303031,very_high_attraction,Q3,5-10,Medium,False
127032,2025,Haryana,Bhiwani,202,10,0,212,149,1068,1217,5.740566037735849,5.037735849056604,4.740566037735849,4.037735849056604,high_attraction,Q1,2-5,Medium,False
127035,2025,Haryana,Bhiwani,114,7,0,121,53,385,438,3.6198347107438016,3.1818181818181817,2.6198347107438016,2.1818181818181817,high_attraction,Q1,2-5,Medium,False
127040,2025,Haryana,Bhiwani,293,14,1,308,273,1962,2235,7.256493506493506,6.37012987012987,6.2564935064935066,5.37012987012987,very_high_attraction,Q2,5-10,Medium,False
127041,2025,Haryana,Bhiwani,111,2,0,113,37,322,359,3.1769911504424777,2.849557522123894,2.1769911504424777,1.8495575221238936,high_attraction,Q1,2-5,Medium,False
127042,2025,Haryana,Bhiwani,71,4,0,75,126,791,917,12.226666666666668,10.546666666666669,11.226666666666668,9.546666666666669,extreme_attraction,Q3,10-20,Low,False
127043,2025,Haryana,Bhiwani,119,10,0,129,87,986,1073,8.317829457364342,7.643410852713178,7.317829457364342,6.6434108527131785,very_high_attraction,Q2,5-10,Medium,False
127045,2025,Haryana,Bhiwani,36,6,0,42,24,120,144,3.4285714285714284,2.857142857142857,2.4285714285714284,1.8571428571428568,high_attraction,Q1,2-5,Low,False
127046,2025,Haryana,Bhiwani,199,9,0,208,419,2567,2986,14.35576923076923,12.341346153846152,13.35576923076923,11.341346153846152,extreme_attraction,Q4,10-20,Medium,False
127111,2025,Haryana,Bhiwani,89,5,0,94,152,1067,1219,12.96808510638298,11.351063829787234,11.96808510638298,10.351063829787234,extreme_attraction,Q3,10-20,Low,False
127114,2025,Haryana,Bhiwani,89,3,0,92,87,619,706,7.673913043478261,6.728260869565218,6.673913043478261,5.728260869565218,very_high_attraction,Q2,5-10,Low,False
127201,2025,Haryana,Bhiwani,300,12,4,316,342,3652,3994,12.639240506329116,11.556962025316457,11.639240506329116,10.556962025316457,extreme_attraction,Q3,10-20,Medium,False
127306,2025,Haryana,Bhiwani,375,11,0,386,935,5699,6634,17.186528497409327,14.764248704663212,16.186528497409327,13.764248704663212,extreme_attraction,Q4,10-20,Medium,False
127307,2025,Haryana,Bhiwani,74,2,0,76,92,813,905,11.907894736842104,10.697368421052632,10.907894736842104,9.697368421052632,extreme_attraction,Q3,10-20,Low,False
127308,2025,Haryana,Charkhi Dadri,136,3,0,139,209,1874,2083,14.985611510791369,13.482014388489208,13.985611510791369,12.482014388489208,extreme_attraction,Q4,10-20,Medium,False
127309,2025,Haryana,Bhiwani,157,3,0,160,319,2057,2376,14.85,12.85625,13.85,11.85625,extreme_attraction,Q4,10-20,Medium,False
127310,2025,Haryana,Charkhi Dadri,145,7,0,152,262,1960,2222,14.61842105263158,12.894736842105264,13.61842105263158,11.894736842105264,extreme_attraction,Q4,10-20,Medium,False
127312,2025,Haryana,Charkhi Dadri,63,0,0,63,102,489,591,9.38095238095238,7.761904761904762,8.380952380952381,6.761904761904762,very_high_attraction,Q2,5-10,Low,False
131001,2025,Haryana,Sonipat,1271,129,31,1431,3715,23231,26946,18.83018867924528,16.234102026554858,17.830188679245282,15.234102026554858,extreme_attraction,Q4,10-20,Very High,False
131021,2025,Haryana,Sonipat,139,14,0,153,359,2000,2359,15.418300653594772,13.0718954248366,14.418300653594772,12.0718954248366,extreme_attraction,Q4,10-20,Medium,False
131022,2025,Haryana,Sonipat,66,3,0,69,24,238,262,3.7971014492753614,3.449275362318841,2.7971014492753623,2.449275362318841,high_attraction,Q1,2-5,Low,False
131023,2025,Haryana,Sonipat,175,18,0,193,318,2401,2719,14.088082901554404,12.44041450777202,13.088082901554404,11.44041450777202,extreme_attraction,Q4,10-20,Medium,False
131024,2025,Haryana,Sonipat,99,3,0,102,100,724,824,8.07843137254902,7.098039215686274,7.078431372549019,6.098039215686274,very_high_attraction,Q2,5-10,Medium,False
131027,2025,Haryana,Sonipat,140,6,0,146,172,1301,1473,10.08904109589041,8.91095890410959,9.08904109589041,7.91095890410959,very_high_attraction,Q3,5-10,Medium,False
131028,2025,Haryana,Sonipat,83,23,2,108,174,1866,2040,18.88888888888889,17.27777777777778,17.88888888888889,16.27777777777778,extreme_attraction,Q4,10-20,Medium,False
131029,2025,Haryana,Sonipat,97,7,1,105,240,1311,1551,14.771428571428572,12.485714285714286,13.771428571428572,11.485714285714286,extreme_attraction,Q4,10-20,Medium,False
