pincode,year,state,district,age_0_5,age_5_17,age_18_greater,total_enrollments,updates_5_17,updates_18_plus,total_updates,UER,UER_18_plus,NMR,NMR_adult,migration_category,NMR_quartile,NMR_bin,area_type,is_anomaly
212207,2025,Uttar Pradesh,Kaushambi,467,323,0,790,756,7005,7761,9.824050632911392,8.867088607594937,8.824050632911392,7.867088607594937,very_high_attraction,Q3,5-10,High,False
212208,2025,Uttar Pradesh,Prayagraj,155,84,2,241,285,2299,2584,10.721991701244812,9.53941908713693,9.721991701244812,8.53941908713693,very_high_attraction,Q3,5-10,Medium,False
212213,2025,Uttar Pradesh,Kaushambi,189,165,11,365,427,3181,3608,9.884931506849314,8.715068493150685,8.884931506849314,7.715068493150685,very_high_attraction,Q3,5-10,Medium,False
212214,2025,Uttar Pradesh,Kaushambi,283,200,0,483,556,5894,6450,13.354037267080743,12.202898550724637,12.354037267080743,11.202898550724637,extreme_attraction,Q3,10-20,Medium,False
212216,2025,Uttar Pradesh,Kaushambi,335,218,0,553,1123,7272,8395,15.180831826401446,13.1500904159132,14.180831826401446,12.1500904159132,extreme_attraction,Q4,10-20,High,False
212217,2025,Uttar Pradesh,Kaushambi,647,400,14,1061,2339,17595,19934,18.787935909519323,16.583411875589068,17.787935909519323,15.583411875589068,extreme_attraction,Q4,10-20,Very High,False
212218,2025,Uttar Pradesh,Kaushambi,105,106,0,211,442,3006,3448,16.341232227488153,14.246445497630331,15.341232227488153,13.246445497630331,extreme_attraction,Q4,10-20,Medium,False
212301,2025,Uttar Pradesh,Allahabad,313,238,4,555,1110,10937,12047,21.706306306306303,19.706306306306303,20.706306306306303,18.706306306306303,extreme_attraction,Q4,20-50,High,False
212302,2025,Uttar Pradesh,Prayagraj,141,67,1,209,387,2888,3275,15.669856459330145,13.818181818181818,14.669856459330145,12.818181818181818,extreme_attraction,Q4,10-20,Medium,False
212303,2025,Uttar Pradesh,Allahabad,246,147,0,393,841,5252,6093,15.50381679389313,13.363867684478372,14.50381679389313,12.363867684478372,extreme_attraction,Q4,10-20,Medium,False
212305,2025,Uttar Pradesh,Prayagraj,139,144,0,283,620,4748,5368,18.968197879858657,16.7773851590106,17.968197879858657,15.7773851590106,extreme_attraction,Q4,10-20,Medium,False
212306,2025,Uttar Pradesh,Allahabad,318,161,0,479,1291,11231,12522,26.1419624217119,23.44676409185804,25.1419624217119,22.44676409185804,extreme_attraction,Q4,20-50,Medium,False
212307,2025,Uttar Pradesh,Allahabad,84,89,2,175,577,4353,4930,28.17142857142857,24.874285714285715,27.17142857142857,23.874285714285715,extreme_attraction,Q4,20-50,Medium,False
212401,2025,Uttar Pradesh,Prayagraj,113,122,3,238,504,2429,2933,12.323529411764708,10.205882352941176,11.323529411764708,9.205882352941176,extreme_attraction,Q3,10-20,Medium,False
212402,2025,Uttar Pradesh,Prayagraj,393,371,17,781,1172,9590,10762,13.7797695262484,12.279129321382843,12.7797695262484,11.279129321382843,extreme_attraction,Q4,10-20,High,False
212404,2025,Uttar Pradesh,Allahabad,39,37,2,78,67,495,562,7.205128205128205,6.346153846153846,6.205128205128205,5.346153846153846,very_high_attraction,Q2,5-10,Low,False
212405,2025,Uttar Pradesh,Allahabad,106,102,5,213,258,1613,1871,8.784037558685446,7.572769953051643,7.784037558685446,6.572769953051643,very_high_attraction,Q2,5-10,Medium,False
212502,2025,Uttar Pradesh,Prayagraj,283,127,2,412,469,3657,4126,10.014563106796116,8.87621359223301,9.014563106796116,7.876213592233009,very_high_attraction,Q3,5-10,Medium,False
212503,2025,Uttar Pradesh,Prayagraj,144,135,1,280,301,2690,2991,10.682142857142855,9.607142857142858,9.682142857142855,8.607142857142858,very_high_attraction,Q3,5-10,Medium,False
212507,2025,Uttar Pradesh,Allahabad,327,209,0,536,933,8741,9674,18.04850746268657,16.307835820895523,17.04850746268657,15.307835820895525,extreme_attraction,Q4,10-20,High,False
212601,2025,Uttar Pradesh,Fatehpur,1892,1863,91,3846,1312,14698,16010,4.162766510660426,3.821632865314613,3.1627665106604264,2.8216328653146125,high_attraction,Q1,2-5,Very High,False
212620,2025,Uttar Pradesh,Fatehpur,142,100,1,243,253,3278,3531,14.530864197530864,13.48971193415638,13.530864197530864,12.48971193415638,extreme_attraction,Q4,10-20,Medium,False
212622,2025,Uttar Pradesh,Fatehpur,182,126,4,312,448,4206,4654,14.916666666666666,13.48076923076923,13.916666666666666,12.48076923076923,extreme_attraction,Q4,10-20,Medium,False
212623,2025,Uttar Pradesh,Fatehpur,36,15,1,52,47,595,642,12.346153846153848,11.442307692307692,11.346153846153848,10.442307692307692,extreme_attraction,Q3,10-20,Low,False
212631,2025,Uttar Pradesh,Fatehpur,134,176,3,313,361,3654,4015,12.827476038338656,11.6741214057508,11.827476038338656,10.6741214057508,extreme_attraction,Q3,10-20,Medium,False
212635,2025,Uttar Pradesh,Fatehpur,670,572,31,1273,446,4505,4951,3.889238020424195,3.5388845247446974,2.889238020424195,2.5388845247446974,high_attraction,Q1,2-5,Very High,False
212641,2025,Uttar Pradesh,Fatehpur,144,83,0,227,242,2987,3229,14.224669603524228,13.158590308370044,13.224669603524228,12.158590308370044,extreme_attraction,Q4,10-20,Medium,False
212645,2025,Uttar Pradesh,Fatehpur,187,135,1,323,334,3288,3622,11.213622291021672,10.179566563467493,10.213622291021672,9.179566563467493,extreme_attraction,Q3,10-20,Medium,False
212650,2025,Uttar Pradesh,Fatehpur,105,37,2,144,152,1385,1537,10.67361111111111,9.618055555555555,9.67361111111111,8.618055555555555,very_high_attraction,Q3,5-10,Medium,False
212651,2025,Uttar Pradesh,Fatehpur,78,71,0,149,315,2968,3283,22.033557046979865,19.91946308724832,21.033557046979865,18.91946308724832,extreme_attraction,Q4,20-50,Medium,False
212652,2025,Uttar Pradesh,Fatehpur,261,88,2,351,445,4706,5151,14.675213675213676,13.407407407407408,13.675213675213676,12.407407407407408,extreme_attraction,Q4,10-20,Medium,False
212653,2025,Uttar Pradesh,Fatehpur,183,86,1,270,393,4116,4509,16.7,15.244444444444444,15.7,14.244444444444444,extreme_attraction,Q4,10-20,Medium,False
212654,2025,Uttar Pradesh,Fatehpur,35,53,0,88,141,1365,1506,17.113636363636363,15.511363636363637,16.113636363636363,14.511363636363637,extreme_attraction,Q4,10-20,Low,False
212655,2025,Uttar Pradesh,Fatehpur,358,257,2,617,1030,13357,14387,23.317666126418157,21.648298217179903,22.317666126418157,20.648298217179903,extreme_attraction,Q4,20-50,High,False
212656,2025,Uttar Pradesh,Fatehpur,184,89,4,277,431,3750,4181,15.093862815884476,13.537906137184116,14.093862815884476,12.537906137184116,extreme_attraction,Q4,10-20,Medium,False
212657,2025,Uttar Pradesh,Fatehpur,468,464,22,954,570,3614,4184,4.385744234800838,3.788259958071279,3.385744234800838,2.788259958071279,high_attraction,Q1,2-5,High,False
212658,2025,Uttar Pradesh,Fatehpur,115,122,8,245,385,3408,3793,15.481632653061224,13.910204081632653,14.481632653061224,12.910204081632653,extreme_attraction,Q4,10-20,Medium,False
212659,2025,Uttar Pradesh,Fatehpur,130,78,2,210,226,1798,2024,9.638095238095238,8.561904761904762,8.638095238095238,7.561904761904762,very_high_attraction,Q2,5-10,Medium,False
212660,2025,Uttar Pradesh,Fatehpur,54,39,0,93,53,559,612,6.580645161290323,6.010752688172043,5.580645161290323,5.010752688172043,very_high_attraction,Q1,5-10,Low,False
212661,2025,Uttar Pradesh,Fatehpur,83,86,0,169,178,2913,3091,18.28994082840237,17.236686390532544,17.28994082840237,16.236686390532544,extreme_attraction,Q4,10-20,Medium,False
212662,2025,Uttar Pradesh,Fatehpur,21,36,1,58,52,475,527,9.086206896551724,8.189655172413794,8.086206896551724,7.189655172413794,very_high_attraction,Q2,5-10,Low,False
212663,2025,Uttar Pradesh,Fatehpur,258,254,17,529,288,3424,3712,7.017013232514178,6.472589792060491,6.017013232514178,5.472589792060491,very_high_attraction,Q2,5-10,High,False
212664,2025,Uttar Pradesh,Fatehpur,393,406,19,818,484,4007,4491,5.490220048899755,4.898533007334963,4.490220048899755,3.8985330073349633,high_attraction,Q1,2-5,High,False
212665,2025,Uttar Pradesh,Fatehpur,134,119,3,256,350,3431,3781,14.76953125,13.40234375,13.76953125,12.40234375,extreme_attraction,Q4,10-20,Medium,False
212666,2025,Uttar Pradesh,Fatehpur,24,25,3,52,41,290,331,6.365384615384615,5.576923076923077,5.365384615384615,4.576923076923077,very_high_attraction,Q1,5-10,Low,False
215126,2025,Uttar Pradesh,Firozabad,62,103,0,165,292,2535,2827,17.133333333333333,15.363636363636363,16.133333333333333,14.363636363636363,extreme_attraction,Q4,10-20,Medium,False
216221,2025,Uttar Pradesh,Fatehpur,253,202,6,461,448,4913,5361,11.629067245119304,10.657266811279827,10.629067245119304,9.657266811279827,extreme_attraction,Q3,10-20,Medium,False
221001,2025,Uttar Pradesh,Chandauli,2326,3477,166,5969,1707,30732,32439,5.434578656391356,5.148601105712849,4.434578656391356,4.148601105712849,high_attraction,Q1,2-5,Very High,False
221002,2025,Uttar Pradesh,Varanasi,809,1000,26,1835,757,8188,8945,4.874659400544959,4.462125340599455,3.8746594005449593,3.4621253405994548,high_attraction,Q1,2-5,Very High,False
221003,2025,Uttar Pradesh,Varanasi,294,308,0,602,301,3006,3307,5.493355481727575,4.993355481727575,4.493355481727575,3.9933554817275754,high_attraction,Q1,2-5,High,False
221004,2025,Uttar Pradesh,Varanasi,37,49,1,87,99,922,1021,11.735632183908049,10.597701149425289,10.735632183908049,9.597701149425289,extreme_attraction,Q3,10-20,Low,False
221005,2025,Uttar Pradesh,Varanasi,344,453,24,821,345,3544,3889,4.736906211936662,4.316686967113276,3.7369062119366623,3.3166869671132764,high_attraction,Q1,2-5,High,False
221006,2025,Uttar Pradesh,Varanasi,21,22,0,43,79,469,548,12.744186046511627,10.906976744186046,11.744186046511627,9.906976744186046,extreme_attraction,Q3,10-20,Low,False
221007,2025,Uttar Pradesh,Varanasi,860,890,15,1765,1172,10536,11708,6.63342776203966,5.9694050991501415,5.63342776203966,4.9694050991501415,very_high_attraction,Q1,5-10,Very High,False
221008,2025,Uttar Pradesh,Chandauli,182,241,1,424,467,4943,5410,12.75943396226415,11.658018867924527,11.75943396226415,10.658018867924527,extreme_attraction,Q3,10-20,Medium,False
221009,2025,Uttar Pradesh,Chandauli,61,20,2,83,109,881,990,11.927710843373497,10.614457831325302,10.927710843373497,9.614457831325302,extreme_attraction,Q3,10-20,Low,False
221010,2025,Uttar Pradesh,Varanasi,467,542,22,1031,340,4750,5090,4.936954413191077,4.60717749757517,3.936954413191077,3.6071774975751696,high_attraction,Q1,2-5,Very High,False
221011,2025,Uttar Pradesh,Varanasi,364,520,72,956,493,4731,5224,5.464435146443515,4.948744769874477,4.464435146443515,3.9487447698744766,high_attraction,Q1,2-5,High,False
221101,2025,Uttar Pradesh,Varanasi,533,1020,19,1572,861,7667,8528,5.424936386768448,4.877226463104326,4.424936386768448,3.877226463104326,high_attraction,Q1,2-5,Very High,False
221103,2025,Uttar Pradesh,Varanasi,61,65,1,127,90,809,899,7.078740157480315,6.3700787401574805,6.078740157480315,5.3700787401574805,very_high_attraction,Q2,5-10,Medium,False
221104,2025,Uttar Pradesh,Varanasi,525,919,23,1467,1248,9266,10514,7.167007498295842,6.316291751874574,6.167007498295842,5.316291751874574,very_high_attraction,Q2,5-10,Very High,False
221105,2025,Uttar Pradesh,Varanasi,203,237,0,440,471,4101,4572,10.39090909090909,9.320454545454544,9.39090909090909,8.320454545454545,very_high_attraction,Q3,5-10,Medium,False
221106,2025,Uttar Pradesh,Varanasi,126,136,0,262,205,1948,2153,8.217557251908397,7.435114503816794,7.217557251908397,6.435114503816794,very_high_attraction,Q2,5-10,Medium,False
221107,2025,Uttar Pradesh,Varanasi,555,835,34,1424,410,5461,5871,4.122893258426966,3.83497191011236,3.1228932584269664,2.83497191011236,high_attraction,Q1,2-5,Very High,False
221108,2025,Uttar Pradesh,Varanasi,90,132,0,222,205,1828,2033,9.157657657657658,8.234234234234235,8.157657657657658,7.234234234234234,very_high_attraction,Q2,5-10,Medium,False
221109,2025,Uttar Pradesh,Varanasi,146,185,15,346,77,2309,2386,6.895953757225434,6.673410404624278,5.895953757225434,5.673410404624278,very_high_attraction,Q2,5-10,Medium,False
221110,2025,Uttar Pradesh,Chandauli,28,44,1,73,38,563,601,8.232876712328768,7.712328767123288,7.232876712328768,6.712328767123288,very_high_attraction,Q2,5-10,Low,False
221112,2025,Uttar Pradesh,Varanasi,141,163,10,314,297,1782,2079,6.621019108280255,5.67515923566879,5.621019108280255,4.67515923566879,very_high_attraction,Q1,5-10,Medium,False
221115,2025,Uttar Pradesh,Chandauli,86,72,3,161,317,2327,2644,16.422360248447205,14.453416149068325,15.422360248447204,13.453416149068325,extreme_attraction,Q4,10-20,Medium,False
221116,2025,Uttar Pradesh,Varanasi,48,59,0,107,190,1237,1427,13.336448598130842,11.5607476635514,12.336448598130842,10.5607476635514,extreme_attraction,Q3,10-20,Medium,False
221201,2025,Uttar Pradesh,Varanasi,94,131,0,225,363,2308,2671,11.87111111111111,10.257777777777775,10.87111111111111,9.257777777777775,extreme_attraction,Q3,10-20,Medium,False
221202,2025,Uttar Pradesh,Varanasi,119,237,9,365,614,4974,5588,15.30958904109589,13.627397260273971,14.30958904109589,12.627397260273971,extreme_attraction,Q4,10-20,Medium,False
221204,2025,Uttar Pradesh,Varanasi,106,183,2,291,649,3863,4512,15.505154639175258,13.27491408934708,14.505154639175258,12.27491408934708,extreme_attraction,Q4,10-20,Medium,False
221206,2025,Uttar Pradesh,Varanasi,122,183,5,310,403,2458,2861,9.229032258064516,7.929032258064516,8.229032258064516,6.929032258064516,very_high_attraction,Q2,5-10,Medium,False
221207,2025,Uttar Pradesh,Varanasi,61,112,0,173,292,1750,2042,11.803468208092486,10.115606936416183,10.803468208092486,9.115606936416183,extreme_attraction,Q3,10-20,Medium,False
221208,2025,Uttar Pradesh,Varanasi,128,170,1,299,533,3227,3760,12.575250836120402,10.792642140468228,11.575250836120402,9.792642140468228,extreme_attraction,Q3,10-20,Medium,False
221210,2025,Uttar Pradesh,Varanasi,10,32,0,42,38,250,288,6.857142857142857,5.9523809523809526,5.857142857142857,4.9523809523809526,very_high_attraction,Q2,5-10,Low,False
221301,2025,Uttar Pradesh,Sant Ravidas Nagar,192,231,0,423,547,5210,5757,13.609929078014185,12.31678486997636,12.609929078014185,11.31678486997636,extreme_attraction,Q3,10-20,Medium,False
221302,2025,Uttar Pradesh,Varanasi,131,159,5,295,368,2730,3098,10.501694915254236,9.254237288135592,9.501694915254236,8.254237288135593,very_high_attraction,Q3,5-10,Medium,False
221303,2025,Uttar Pradesh,Sant Ravidas Nagar,225,307,1,533,780,6311,7091,13.303939962476548,11.840525328330209,12.303939962476548,10.840525328330209,extreme_attraction,Q3,10-20,High,False
221304,2025,Uttar Pradesh,Sant Ravidas Nagar,330,414,2,746,1170,7802,8972,12.026809651474531,10.458445040214476,11.026809651474531,9.458445040214476,extreme_attraction,Q3,10-20,High,False
221305,2025,Uttar Pradesh,Varanasi,52,77,0,129,168,1112,1280,9.92248062015504,8.62015503875969,8.922480620155039,7.620155038759689,very_high_attraction,Q3,5-10,Medium,False
221306,2025,Uttar Pradesh,Sant Ravidas Nagar,82,114,0,196,205,1802,2007,10.239795918367347,9.193877551020408,9.239795918367347,8.193877551020408,very_high_attraction,Q3,5-10,Medium,False
221307,2025,Uttar Pradesh,Varanasi,227,325,1,553,804,6037,6841,12.370705244122966,10.916817359855337,11.370705244122966,9.916817359855337,extreme_attraction,Q3,10-20,High,False
221308,2025,Uttar Pradesh,Sant Ravidas Nagar,105,169,0,274,516,3226,3742,13.656934306569344,11.773722627737229,12.656934306569344,10.773722627737229,extreme_attraction,Q3,10-20,Medium,False
221309,2025,Uttar Pradesh,Sant Ravidas Nagar,113,125,0,238,311,1993,2304,9.680672268907562,8.373949579831933,8.680672268907562,7.373949579831933,very_high_attraction,Q2,5-10,Medium,False
221310,2025,Uttar Pradesh,Bhadohi,106,118,1,225,333,2338,2671,11.87111111111111,10.391111111111112,10.87111111111111,9.391111111111112,extreme_attraction,Q3,10-20,Medium,False
221311,2025,Uttar Pradesh,Varanasi,106,174,0,280,472,3177,3649,13.032142857142857,11.346428571428572,12.032142857142857,10.346428571428572,extreme_attraction,Q3,10-20,Medium,False
221313,2025,Uttar Pradesh,Varanasi,28,17,0,45,42,312,354,7.866666666666666,6.933333333333334,6.866666666666666,5.933333333333334,very_high_attraction,Q2,5-10,Low,False
221314,2025,Uttar Pradesh,Sant Ravidas Nagar,80,162,0,242,391,2563,2954,12.206611570247937,10.590909090909092,11.206611570247937,9.590909090909092,extreme_attraction,Q3,10-20,Medium,False
221401,2025,Uttar Pradesh,Sant Ravidas Nagar,319,407,3,729,847,7043,7890,10.823045267489713,9.661179698216737,9.823045267489713,8.661179698216735,very_high_attraction,Q3,5-10,High,False
221402,2025,Uttar Pradesh,Sant Ravidas Nagar,171,194,0,365,514,4086,4600,12.602739726027398,11.194520547945206,11.602739726027398,10.194520547945206,extreme_attraction,Q3,10-20,Medium,False
221403,2025,Uttar Pradesh,Varanasi,137,264,0,401,411,3465,3876,9.665835411471322,8.640897755610972,8.665835411471322,7.640897755610972,very_high_attraction,Q2,5-10,Medium,False
221404,2025,Uttar Pradesh,Sant Ravidas Nagar,259,368,0,627,1238,7671,8909,14.208931419457736,12.23444976076555,13.208931419457736,11.23444976076555,extreme_attraction,Q4,10-20,High,False
221405,2025,Uttar Pradesh,Varanasi,103,153,0,256,356,2698,3054,11.9296875,10.5390625,10.9296875,9.5390625,extreme_attraction,Q3,10-20,Medium,False
221406,2025,Uttar Pradesh,Bhadohi,100,152,1,253,374,2737,3111,12.296442687747035,10.818181818181818,11.296442687747035,9.818181818181818,extreme_attraction,Q3,10-20,Medium,False
221409,2025,Uttar Pradesh,Sant Ravidas Nagar,75,96,0,171,104,877,981,5.7368421052631575,5.128654970760234,4.7368421052631575,4.128654970760234,high_attraction,Q1,2-5,Medium,False
221502,2025,Uttar Pradesh,Allahabad,220,157,2,379,710,4246,4956,13.076517150395778,11.203166226912929,12.076517150395778,10.203166226912929,extreme_attraction,Q3,10-20,Medium,False
221503,2025,Uttar Pradesh,Allahabad,334,322,25,681,1544,11009,12553,18.433186490455213,16.165932452276063,17.433186490455213,15.165932452276063,extreme_attraction,Q4,10-20,High,False
221505,2025,Uttar Pradesh,Allahabad,539,414,16,969,757,6552,7309,7.542827657378741,6.761609907120743,6.542827657378741,5.761609907120743,very_high_attraction,Q2,5-10,High,False
221507,2025,Uttar Pradesh,Allahabad,163,136,8,307,427,4259,4686,15.26384364820847,13.872964169381108,14.26384364820847,12.872964169381108,extreme_attraction,Q4,10-20,Medium,False
221508,2025,Uttar Pradesh,Allahabad,249,199,25,473,672,5277,5949,12.577167019027485,11.156448202959831,11.577167019027485,10.156448202959831,extreme_attraction,Q3,10-20,Medium,False
221601,2025,Uttar Pradesh,Mau,111,220,5,336,491,3098,3589,10.68154761904762,9.220238095238097,9.68154761904762,8.220238095238095,very_high_attraction,Q3,5-10,Medium,False
221602,2025,Uttar Pradesh,Mau,76,174,4,254,425,2592,3017,11.877952755905511,10.20472440944882,10.877952755905511,9.20472440944882,extreme_attraction,Q3,10-20,Medium,False
221603,2025,Uttar Pradesh,Mau,132,244,3,379,656,4754,5410,14.274406332453824,12.54353562005277,13.274406332453824,11.54353562005277,extreme_attraction,Q4,10-20,Medium,False
221701,2025,Uttar Pradesh,Ballia,156,229,3,388,518,2641,3159,8.141752577319588,6.806701030927835,7.141752577319588,5.806701030927835,very_high_attraction,Q2,5-10,Medium,False
221705,2025,Uttar Pradesh,Mau,14,45,0,59,93,746,839,14.220338983050848,12.64406779661017,13.220338983050848,11.64406779661017,extreme_attraction,Q4,10-20,Low,False
221706,2025,Uttar Pradesh,Mau,120,225,0,345,690,4358,5048,14.631884057971014,12.631884057971014,13.631884057971014,11.631884057971014,extreme_attraction,Q4,10-20,Medium,False
221709,2025,Uttar Pradesh,Ballia,56,48,1,105,130,853,983,9.361904761904762,8.123809523809523,8.361904761904762,7.123809523809523,very_high_attraction,Q2,5-10,Medium,False
221711,2025,Uttar Pradesh,Ballia,258,308,4,570,689,3802,4491,7.878947368421053,6.670175438596491,6.878947368421053,5.670175438596491,very_high_attraction,Q2,5-10,High,False
221712,2025,Uttar Pradesh,Ballia,277,397,13,687,1279,9629,10908,15.87772925764192,14.016011644832606,14.87772925764192,13.016011644832606,extreme_attraction,Q4,10-20,High,False
221713,2025,Uttar Pradesh,Ballia,115,129,0,244,344,2396,2740,11.229508196721312,9.81967213114754,10.229508196721312,8.819672131147541,extreme_attraction,Q3,10-20,Medium,False
221715,2025,Uttar Pradesh,Ballia,186,268,1,455,778,5534,6312,13.872527472527471,12.162637362637362,12.872527472527471,11.162637362637362,extreme_attraction,Q4,10-20,Medium,False
221716,2025,Uttar Pradesh,Ballia,90,130,0,220,651,4044,4695,21.34090909090909,18.381818181818183,20.34090909090909,17.381818181818183,extreme_attraction,Q4,20-50,Medium,False
221717,2025,Uttar Pradesh,Ballia,173,217,0,390,370,2789,3159,8.1,7.151282051282052,7.1,6.151282051282052,very_high_attraction,Q2,5-10,Medium,False
221718,2025,Uttar Pradesh,Ballia,69,111,0,180,294,1995,2289,12.716666666666669,11.083333333333334,11.716666666666669,10.083333333333334,extreme_attraction,Q3,10-20,Medium,False
222001,2025,Uttar Pradesh,Jaunpur,882,1400,81,2363,2031,15263,17294,7.318662716885315,6.459162082099026,6.318662716885315,5.459162082099026,very_high_attraction,Q2,5-10,Very High,False
222002,2025,Uttar Pradesh,Jaunpur,97,161,0,258,247,2104,2351,9.112403100775191,8.155038759689923,8.112403100775193,7.155038759689923,very_high_attraction,Q2,5-10,Medium,False
222101,2025,Uttar Pradesh,Jaunpur,18,20,0,38,66,363,429,11.289473684210526,9.552631578947368,10.289473684210526,8.552631578947368,extreme_attraction,Q3,10-20,Low,False
222105,2025,Uttar Pradesh,Jaunpur,55,132,1,188,292,1290,1582,8.414893617021276,6.861702127659575,7.414893617021276,5.861702127659575,very_high_attraction,Q2,5-10,Medium,False
222108,2025,Uttar Pradesh,Jaunpur,16,26,0,42,41,299,340,8.095238095238095,7.119047619047619,7.095238095238095,6.119047619047619,very_high_attraction,Q2,5-10,Low,False
222109,2025,Uttar Pradesh,Jaunpur,151,206,1,358,383,3118,3501,9.779329608938548,8.70949720670391,8.779329608938548,7.70949720670391,very_high_attraction,Q3,5-10,Medium,False
222112,2025,Uttar Pradesh,Jaunpur,21,9,0,30,36,281,317,10.566666666666666,9.366666666666667,9.566666666666666,8.366666666666667,very_high_attraction,Q3,5-10,Low,False
222113,2025,Uttar Pradesh,Jaunpur,23,20,1,44,108,791,899,20.431818181818183,17.977272727272727,19.431818181818183,16.977272727272727,extreme_attraction,Q4,10-20,Low,False
222125,2025,Uttar Pradesh,Jaunpur,203,347,2,552,861,7926,8787,15.918478260869565,14.358695652173912,14.918478260869565,13.358695652173912,extreme_attraction,Q4,10-20,High,False
222127,2025,Uttar Pradesh,Jaunpur,49,103,0,152,148,778,926,6.092105263157895,5.118421052631579,5.092105263157895,4.118421052631579,very_high_attraction,Q1,5-10,Medium,False
222128,2025,Uttar Pradesh,Jaunpur,26,101,1,128,230,1432,1662,12.984375,11.1875,11.984375,10.1875,extreme_attraction,Q3,10-20,Medium,False
222129,2025,Uttar Pradesh,Jaunpur,117,174,1,292,551,3823,4374,14.97945205479452,13.092465753424657,13.97945205479452,12.092465753424657,extreme_attraction,Q4,10-20,Medium,False
222131,2025,Uttar Pradesh,Jaunpur,61,174,0,235,320,1636,1956,8.323404255319149,6.961702127659574,7.323404255319149,5.961702127659574,very_high_attraction,Q2,5-10,Medium,False
222132,2025,Uttar Pradesh,Jaunpur,124,261,13,398,320,2084,2404,6.040201005025126,5.236180904522613,5.040201005025126,4.236180904522613,very_high_attraction,Q1,5-10,Medium,False
222133,2025,Uttar Pradesh,Jaunpur,48,115,0,163,458,4220,4678,28.699386503067483,25.88957055214724,27.699386503067483,24.88957055214724,extreme_attraction,Q4,20-50,Medium,False
222135,2025,Uttar Pradesh,Jaunpur,39,167,2,208,285,1542,1827,8.783653846153847,7.413461538461538,7.783653846153847,6.413461538461538,very_high_attraction,Q2,5-10,Medium,False
222136,2025,Uttar Pradesh,Jaunpur,154,363,0,517,700,4848,5548,10.731141199226306,9.377176015473887,9.731141199226306,8.377176015473887,very_high_attraction,Q3,5-10,High,False
222137,2025,Uttar Pradesh,Jaunpur,80,127,3,210,400,3202,3602,17.152380952380952,15.247619047619049,16.152380952380952,14.247619047619049,extreme_attraction,Q4,10-20,Medium,False
222138,2025,Uttar Pradesh,Jaunpur,41,69,0,110,172,1320,1492,13.563636363636364,12.0,12.563636363636364,11.0,extreme_attraction,Q3,10-20,Medium,False
222139,2025,Uttar Pradesh,Jaunpur,440,1190,54,1684,771,6347,7118,4.226840855106889,3.769002375296912,3.226840855106889,2.769002375296912,high_attraction,Q1,2-5,Very High,False
222141,2025,Uttar Pradesh,Jaunpur,113,188,2,303,346,2217,2563,8.458745874587459,7.316831683168317,7.458745874587459,6.316831683168317,very_high_attraction,Q2,5-10,Medium,False
222142,2025,Uttar Pradesh,Jaunpur,159,284,3,446,603,3505,4108,9.210762331838565,7.858744394618834,8.210762331838565,6.858744394618834,very_high_attraction,Q2,5-10,Medium,False
222143,2025,Uttar Pradesh,Jaunpur,151,285,0,436,598,4401,4999,11.465596330275227,10.094036697247706,10.465596330275227,9.094036697247706,extreme_attraction,Q3,10-20,Medium,False
222144,2025,Uttar Pradesh,Jaunpur,35,85,0,120,286,1720,2006,16.716666666666665,14.333333333333334,15.716666666666663,13.333333333333334,extreme_attraction,Q4,10-20,Medium,False
222145,2025,Uttar Pradesh,Jaunpur,92,152,1,245,333,2479,2812,11.477551020408164,10.118367346938776,10.477551020408164,9.118367346938776,extreme_attraction,Q3,10-20,Medium,False
222146,2025,Uttar Pradesh,Jaunpur,46,129,0,175,237,1852,2089,11.937142857142858,10.582857142857144,10.937142857142858,9.582857142857144,extreme_attraction,Q3,10-20,Medium,False
222148,2025,Uttar Pradesh,Jaunpur,46,79,0,125,225,1779,2004,16.032,14.232,15.032,13.232,extreme_attraction,Q4,10-20,Medium,False
222149,2025,Uttar Pradesh,Jaunpur,51,99,1,151,177,1343,1520,10.066225165562914,8.894039735099337,9.066225165562914,7.894039735099337,very_high_attraction,Q3,5-10,Medium,False
222161,2025,Uttar Pradesh,Jaunpur,188,557,7,752,1208,7317,8525,11.336436170212766,9.73005319148936,10.336436170212766,8.730053191489361,extreme_attraction,Q3,10-20,High,False
222162,2025,Uttar Pradesh,Jaunpur,105,187,3,295,411,2887,3298,11.179661016949153,9.786440677966102,10.179661016949153,8.786440677966102,extreme_attraction,Q3,10-20,Medium,False
222165,2025,Uttar Pradesh,Jaunpur,63,101,1,165,419,2283,2702,16.375757575757575,13.836363636363636,15.375757575757577,12.836363636363636,extreme_attraction,Q4,10-20,Medium,False
222170,2025,Uttar Pradesh,Jaunpur,88,155,0,243,267,1576,1843,7.584362139917696,6.48559670781893,6.584362139917696,5.48559670781893,very_high_attraction,Q2,5-10,Medium,False
222175,2025,Uttar Pradesh,Jaunpur,100,121,3,224,316,2754,3070,13.705357142857142,12.294642857142858,12.705357142857142,11.294642857142858,extreme_attraction,Q4,10-20,Medium,False
222180,2025,Uttar Pradesh,Jaunpur,102,133,0,235,315,1977,2292,9.753191489361702,8.412765957446808,8.753191489361702,7.412765957446808,very_high_attraction,Q3,5-10,Medium,False
222181,2025,Uttar Pradesh,Jaunpur,60,101,0,161,282,1742,2024,12.571428571428571,10.819875776397517,11.571428571428571,9.819875776397517,extreme_attraction,Q3,10-20,Medium,False
